project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"Realizzazione ed esercizio di un Impianto Agrivoltaico a terra di potenza pari a 16,978 MWp ed opere connesse in loc. Borgo Pasubio",GINEVRA ENERGIA S.R.L.,Lazio,Latina,Pontinia,VIA,16.978,,lazio,https://regionelazio.app.box.com/v/VIA-024-2025,2026-04-26T08:07:23.243341
"Progetto per la realizzazione di un impianto agrivoltaico connesso alla RTN di potenza nominale pari a 25.000 kW e di picco pari a 26.480 kW”, in località Strada vicinale Ticchia",Ivab Solar 6 SRL,Lazio,Frosinone,Paliano,VIA,25.0,,lazio,https://eur05.safelinks.protection.outlook.com/?url=https%3A%2F%2Fregionelazio.box.com%2Fv%2FVIA-059-2024&data=05%7C02%7Credazioneweb%40regione.lazio.it%7C0586da202b784043485808de421104f7%7C64e64a64fc734b3c9278af7b68d66544%7C0%7C0%7C639020838164749528%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=kpYgXPFUQgU7V5x%2F9yREGZWGWGNJqi8L7lQFDx0nBZ0%3D&reserved=0,2026-04-26T08:07:23.247285
"Verifica – Impianto fotovoltaico denominato “Noragugume""",CCEN Noragugume S.r.l,Sardegna,,,VERIFICA,6.5835,Riavvio procedimento,sardegna,https://portal.sardegnasira.it/-/verifica-impianto-fotovoltaico-denominato-noragugume-,2026-04-26T08:08:43.673432
"[ID 2580] Realizzazione di Impianto Agrivoltaico a terra connesso alla RTN di Potenza pari a 51,13 MWp con Sistema di accumulo di Potenza pari a 40,8 MW e relative opere di connessione situato nel Comune/i di MANCIANO - Proponente: ITA 8 S.R.L.",ITA 8 S.R.L.,Toscana,GROSSETO,MANCIANO,Verifica di Assoggettabilità a VIA,51.13,Consultazione conclusa,toscana,https://servizi.patti.regione.toscana.it/star-info/avvisiPubblici?id=174,2026-04-26T08:08:44.882214
"Progetto di Impianto Fotovoltaico e opere di Urbanizzazione denominato "" LOTTI 1 E 2 DEL PEC ""8B1"""", TECHBAU GREEN ENERGY S.p.A., Santa Vittoria d'Alba (CN), ZSC IT 1160029 Colonie di chirotteri di Santa Vittoria e Monticello dAlba",TECHBAU GREEN ENERGY S.p.A,Piemonte,CN,SANTA VITTORIA D'ALBA,Valutazione di incidenza,,in_corso,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T08:08:52.925037
"Realizzazione di un impianto agrofotovoltaico denominato “RIETI"" Determinazione G07005 del 04/06/2025 P.A.U.R. - Non favorevole (",FLORENERGY SRL,Lazio,Rieti,Rieti,VIA,,positivo,lazio,"https://regionelazio.box.com,SSL+VIA-027-2022",2026-04-26T08:07:23.418456
"PAUR per impianto agrivoltaico di produzione di energia elettrica da fonte solare di potenza 24,794 MWp, ubicato in aree idonee ai sensi dell'art. 20 comma 8 del D.lgs. 199/2021, nel Comune di Santa Maria La Fossa (Ce)",SINERGIA GP16 S.r.l.,Campania,,SANTA MARIA LA FOSSA,PAUR,24.794,,campania,http://viavas.regione.campania.it/opencms/opencms/VIAVAS/VIA_files_new/Progetti/prg_10124_prot_2025.189626_del_14-04-2025.via,2026-04-26T08:08:53.737845
"S, IMPIANTO FOTOVOLTAICO Fossano Solar 2, TECNO RG S.R.L., FOSSANO CN, ZPS IT 1160059 ZONE UMIDE DI FOSSANO E SANT'ALBANO STURA, ANCHE PARCO",TECNO RG S.R.L,Piemonte,,FOSSANO,Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T08:08:52.946940
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di impianto fotovoltaico con potenza nominale 65,8028 MWp e delle relative opere di connessione, da realizzarsi in località ""Sa Tanca de su Marchesu"", Comune di Uta (CA).",AGRISARD S.r.l.,Sardegna,CA,Uta,Valutazione Impatto Ambientale (PNIEC-PNRR),65.8028,negativo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/6038,2026-04-26T08:12:51.758158
"Realizzazione di un impianto agrivoltaico della potenza di picco pari a 9.989,3 kWp e potenza in immissione pari 9.950,4 kW in località Piano dei Dolci Determinazione n. G06525 del 15/05/2023 Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° 14316 del 30/10/2023",STN6 SRL,Lazio,Viterbo,Montefiascone,VIA,9.9893,positivo,lazio,"https://regionelazio.box.com,SSL+VIA-034-2022",2026-04-26T08:07:23.419900
"COSTRUZIONE ED ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 3,762 MWp DA REALIZZARSI IN VIA DEI MONTI LEPINI S.N.C, CON LE RELATIVE OPERE DI CONNESSIONE ELETTRICHE DENOMINATO LEPINI Determinazione n. 13733 del 19/10/2023 - Favorevole con prescrizioni Determinazione n. G01780 del 21/02/2024 - Provvedimento Autorizzatorio Unico Regionale",MP SOLAR 1 SRL,Lazio,Latina,Latina,VIA,3.762,positivo,lazio,https://regionelazio.app.box.com/v/VIA-023-2022,2026-04-26T08:07:23.421336
"Progetto di un impianto per la produzione di energia elettrica da fonte rinnovabile solare fotovoltaica di potenza pari a 19,99 MWp (somma della potenza dei moduli) da realizzare nel Comune di Sant'Arcangelo (PZ) e delle relative opere di connessione alla RTN.",EG CELESTE S.R.L.,Basilicata,PZ,SANT'ARCANGELO,Verifica di Ottemperanza (PNIEC-PNRR),19.99,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8021,2026-04-26T08:09:47.800772
"Impianto agrivoltaico Terranova 2 di potenza nominale pari a 21,29 MWp in comune di Terranova dei Passerini, località Fornaci SP 213.",JUWI ENERGIE RINNOVABILI SRL,Lombardia,,Terranova dei Passerini,V.E.R. Provinciali,21.29,concluso,lombardia,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/16766,2026-04-26T08:06:42.837352
PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO E DI TUTTE LE OPERE E INFRASTRUTTURE CONNESSE NOMINATO “CARCIONE” SITO NEL TERRITORIO DEL COMUNE DI CARLENTINI.,MP SICILY 1 SRL,Sicilia,,"CARLENTINI, DI CARLENTINI",Verifica di Assoggettabilita a VIA (art.19),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=970&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.917906
Impianto FER agrivoltaico - Comune di Arnesano (LE) - 50.96 MW,,Puglia,LE,Arnesano,Puglia VIA FER - agrivoltaico,50.96,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.022355
"Progetto di un impianto fotovoltaico, denominato ""La Fossa"", della potenza pari a 43,41 MW, da realizzarsi nel Comune di Cancello ed Arnone (CE) e relativo cavidotto in MT e Stazione Elettrica RTN ""Cancello 380"" sita in Cancello ed Arnone (CE)",Nova Energia S.r.l.,Campania,CE,CANCELLO ED ARNONE,Verifica di Ottemperanza (PNIEC-PNRR),43.41,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8597,2026-04-26T08:09:47.812617
"PAUR per progetto impianto agrivoltaico di tipo avanzato con potenza in immissione pari a 9,9 mw denominato Difesa, e relative opere connesse, da realizzare nel comune di Ariano Irpino (AV)",Web Italia Energie Rinnovabili s.r.l.,Campania,AV,ARIANO IRPINO,PAUR,9.9,,campania,http://viavas.regione.campania.it/opencms/opencms/VIAVAS/VIA_files_new/Progetti/prg_10128_prot_2025.227075_del_07-05-2025.via,2026-04-26T08:08:53.735757
Costruzione ed esercizio di un Impianto Agrivoltaico a terra e relative Opere di Connessione e alla rete AT di Terna denominato Bassano_VT04 in loc. La Torre,SOLAR PV UNO SRL,Lazio,Viterbo,Bassano in Teverina,VIA,,,lazio,https://regionelazio.app.box.com/v/VIA-070-2024,2026-04-26T08:07:23.250689
"REALIZZAZIONE IMPIANTO AGROVOLTAICO POMEZIA 1 CONNESSO ALLA R.T.N. CON POTENZA IN IMMISSIONE PARI A 23,50 MW in loc. Campo Verde",ALPHA SOLAR 1 SRL,Lazio,Roma,Pomezia,VIA,23.5,,lazio,https://eur05.safelinks.protection.outlook.com/?url=https%3A%2F%2Fregionelazio.box.com%2Fv%2FVIA-044-2024&data=05%7C02%7Credazioneweb%40regione.lazio.it%7C050435b79fe249d93ea708de0fd5a3d5%7C64e64a64fc734b3c9278af7b68d66544%7C0%7C0%7C638965607672877042%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=D9zgoFJqJ9ZeklTAu3f2m6FdSjCdWNRYEr2fqei6GAY%3D&reserved=0,2026-04-26T08:07:23.258189
"Provvedimento Autorizzatorio Unico Regionale n° G07306 del 10/06/2025 Determinazione n° G17953 del 24/12/2024 Favorevole con prescrizioni Intervento di costruzione di un impianto fotovoltaico a terra connesso alla rete elettrica di distribuzione, con potenza in DC. 3.899,40 e 2.935,00 in AC in loc. Mandolineto",Daylights,Lazio,Viterbo,Viterbo,VIA,,positivo,lazio,https://regionelazio.app.box.com/v/VIA-013-2022,2026-04-26T08:07:23.422877
"Impianto agrivoltaico per la produzione di energia elettrica ubicato in loc. Via Tor Tre Ponti della potenza nominale di 6463,80 kW Determinazione n°G11176 del 19/08/2022 Escluso dalla procedura di VIA con prescrizioni",ENSOURCE RENEWABLES SRL,Lazio,Latina,Latina,VERIFICA,6.4638,,lazio,https://regionelazio.box.com/v/VIA-049-2022,2026-04-26T08:07:23.427205
"VERIFICA ASSOGGETTABILITÀ A VIA-ART. 19 DLGS 152/06 E S.M.I. “PROGETTO PER LA REALIZZAZIONE DI UN PARCO FOTOVOLTAICO DA 40MW – DENOMINATO PIETROLUPO 03 - E RELATIVE OPERE DI CONNESSIONE ALLA RTN, NEL COMUNE DI MINEO (CT) LOCALITÀ “TORRETTA MONGIALINO”",ITS MEDORA S.R.L.,Sicilia,CT,"MINEO, DI MINEO",Verifica di Assoggettabilita a VIA (art.19),40.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1278&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.955310
Impianto FER fotovoltaico - Comune di Alberona (FG) - 19.64 MW,,Puglia,FG,Alberona,Puglia VIA FER - fotovoltaico,19.64,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.120889
"Impianto fotovoltaico a terra su terreni agricoli e industriali della potenza di circa 5,4MWp connesso alla Rete E-Distribuzione in località Puntoni Determinazione n° 11892 del 04/10/2021 Favorevole con prescrizioni Determinazione n° G04871 del 26/04/2022 Rettifica Determinazione n° G04656 del 15/04/2022 Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G08790 del 07/07/2022",ENERGIA S.P.A,Lazio,Latina,Aprilia,VIA,5.4,positivo,lazio,https://regionelazio.app.box.com/v/VIA-055-2021,2026-04-26T08:07:23.429843
"Impianto di produzione di energia da fonte fotovoltaica, Potenza Nominale 7.328,88 kWp, denominato ‘Montalto 7' Determinazione n. G13700 del 17/10/2024 - Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G02065 del 19/02/2025","IBERDROLA RENOVABLES ITALIA, S.P.A",Lazio,Viterbo,Montalto di Castro,VIA,7.32888,positivo,lazio,https://regionelazio.box.com/v/VIA-152-2021,2026-04-26T08:07:23.448234
"Progetto di un impianto fotovoltaico, denominato ""Impianto Fotovoltaico Bosco Cammino"", della potenza di 79,21 MWp, da realizzarsi nei comuni di Santa Maria La Fossa (CE) e Grazzanise (CE), con cavidotto in MT e Stazione elettrica RTN ""Cancello 380"" da ubicarsi nel comune di Cancello ed Arnone (CE).",Campania Solare S.r.l.,Campania,CE,"CANCELLO ED ARNONE, SANTA MARIA LA FOSSA",Verifica di Ottemperanza (PNIEC-PNRR),79.21,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8132,2026-04-26T08:09:47.807717
Impianto FER agrivoltaico - Comune di Gravina in Puglia (BA) - 53.48 MW,,Puglia,BA,Gravina in Puglia,Puglia VIA FER - agrivoltaico,53.48,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.122409
"Costruzione ed esercizio di un impianto solare fotovoltaico a terra di potenza pari a 8.892,00 kWp, con le relative opere di connessione denominato Prato Smeraldo",RAI WAY SPA,Lazio,Latina,Pontinia,VIA,8.892,,lazio,https://regionelazio.app.box.com/s/t1cu25hvuqlgerzuycav8sgc2zs0nkb7,2026-04-26T08:07:23.264767
"Realizzazione di un impianto agrivoltaico denominato “Torre del giglio”collegato alla RTN di potenza 19.998,72 kWp DC e 18.000,00 kW in AC in località adiacente Via Linosa, snc Comunicato n. 251036 del 27/02/2025",ECO SUNHARVEST 1S.R.L.,Lazio,Latina,Aprilia,VIA,19.99872,,lazio,https://regionelazio.app.box.com/v/VIA-012-2025,2026-04-26T08:07:23.284750
"Determinazione n°G00723 del 23/01/2023 Favorevole con prescrizioni Realizzazione di un impianto fotovoltaico a terra denominato “Bagnoregio 1” della potenza di picco pari a 25.053,6 KWp e potenza in immissione pari a 24.000 kW connesso alla RTN, Provvedimento Autorizzatorio Unico Regionale n. G14315 del 30/10/2023 - Favorevole con prescrizioni",VOLTALIA ITALIA SRL,Lazio,Viterbo,Bagnoregio,VIA,25.0536,positivo,lazio,https://regionelazio.box.com/v/VIA-121-2021,2026-04-26T08:07:23.449665
"PAUR per progetto realizzazione impianto fotovoltaico di pot. nominale installata pari a 24,99 MWp e potenza nominale di connessione pari a 24,15 MW da istallare in provincia di Avellino, nei Comuni di Scampitella e Vallata.",Orta Energy 7 srl,Campania,AV,SCAMPITELLA,PAUR,24.99,,campania,http://viavas.regione.campania.it/opencms/opencms/VIAVAS/VIA_files_new/Progetti/prg_10148_prot_2025.554130_del_23-10-2025.viavi,2026-04-26T08:08:53.721987
"Impianto fotovoltaico denominato ""ZOE"" di potenza nominale 162 MW, inclusivo di sistema di stoccaggio a batterie di potenza nominale 22.5 MW, ubicato nell'isola delle Tresse all'interno della laguna di Venezia",AGNES VENETO S.R.L.,Veneto,VE,VENEZIA,Valutazione Impatto Ambientale (PNIEC-PNRR),162.0,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11986,2026-04-26T08:09:47.822081
"Determinazione n°G04169 del 30/03/2026 – Archiviata Realizzazione Impianto FV 5182,65 KWp denominato latina Borgo Piave in V. Crocifisso",JUWI SVILUPPO ITALIA 01 SRL,Lazio,Latina,Latina,VIA,5.18265,archiviato,lazio,https://regionelazio.box.com/v/VIA-118-2021,2026-04-26T08:07:23.453729
"Determinazione n° G00144 del 10/01/2024 Realizzazione Impianto FV 82,24 MWp in loc. Selva Podere della Morte e Pianale Campo Lungo Pian Auta Determinazione n° G16141 del 01/12/2023 Favorevole con prescrizioni",E-SOLAR 3 SRL,Lazio,Viterbo,Celleno,VIA,82.24,positivo,lazio,https://regionelazio.app.box.com/v/VIA-113-2021,2026-04-26T08:07:23.457124
"Provvedimento Autorizzatorio Unico Regionale Determinazione - n. G17956 del 24/12/2024 Provvedimento Autorizzatorio Unico Regionale n° G08099 del 09/06/2023 Determinazione n°G04841 del 06/04/2023 Favorevole con prescrizioni Realizzazione ed esercizio di un impianto fotovoltaico a terra della potenza di 8,059 MWp connesso alla RTN"", in località Cava de Selci",ENERGIA S.P.A,Lazio,Roma,Ciampino,VIA,8.059,positivo,lazio,https://regionelazio.app.box.com/v/VIA-110-2021,2026-04-26T08:07:23.462379
"Realizzazione dell’impianto fotovoltaico da 5,92 MWp denominato “BD-FV018” da parte dell’impresa BDINVEST S.r.l. in Via Saude I Snc Determinazione n. G02512 del 24/02/2023 - Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G15447 del 21/11/2023",BDINVEST S.r.l.,Lazio,Frosinone,Castrocielo,VIA,5.92,positivo,lazio,https://regionelazio.app.box.com/v/VIA-109-2021,2026-04-26T08:07:23.475694
"[ID 2632] Progetto per la realizzazione di un impianto fotovoltaico a terra denominato ""Santa Croce sull'Arno”, della potenza di 10.347,48 kWp e localizzato nel Comune di Santa Croce sull'Arno (PI) e Castelfranco di Sotto (PI). Proponente: CORBEZZOLO S.r.l.",CORBEZZOLO SRL,Toscana,PI,"SANTA CROCE SULL'ARNO, CASTELFRANCO DI SOTTO",Verifica di Assoggettabilità a VIA,10.34748,in_corso,toscana,https://servizi.patti.regione.toscana.it/star-info/avvisiPubblici?id=208,2026-04-26T08:08:44.875929
"Progetto per la costruzione ed esercizio di un impianto fotovoltaico, denominato ""ELLO3"", di potenza pari a 15,24 MW, comprensivo delle opere di connessione alla RTN, da realizzare nel Comune di Alessandria (AL), in località Cascina Maddalena.",ELLOMAY SOLAR ITALY THREE S.r.l.,Piemonte,AL,ALESSANDRIA,Verifica di Ottemperanza (PNIEC-PNRR),15.24,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8274,2026-04-26T08:09:47.817970
Impianto FER fotovoltaico - Comune di Cellino San Marco (BR) - 40.69 MW,,Puglia,BR,Cellino San Marco,Puglia VIA FER - fotovoltaico,40.69,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.126902
Impianto FER fotovoltaico - Comune di Foggia (FG) - 35.79 MW,,Puglia,FG,Foggia,Puglia VIA FER - fotovoltaico,35.79,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.181811
"IMPIANTO AGRIVOLTAICO a terra della potenza in DC pari a 17,57 MWp e in AC pari a 17,1 MW denominato “FOCARELLE” località “Il Vallone”",PONTICELLO SRL,Lazio,Frosinone,Paliano,VIA,17.57,,lazio,https://regionelazio.app.box.com/v/VIA-001-2025,2026-04-26T08:07:23.261674
"Progetto per la realizzazione di un impianto fotovoltaico della potenza di 19 MW, unito alle relative opere di connessione alla RTN, da realizzarsi nel comune di Portomaggiore (FE).",EG Dante S.r.l.,Emilia-Romagna,FE,PORTOMAGGIORE,Verifica di Ottemperanza (PNIEC-PNRR),19.0,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8375,2026-04-26T08:09:47.832631
Realizzazione di un impianto fotovoltaico a terra di 11900 kWp e delle relative opere di rete Determinazione n° G15541 del 20/11/2025 – Archiviata,RED SOLAR PLANT SRL,Lazio,Latina,Latina,VERIFICA,11.9,archiviato,lazio,https://regionelazio.app.box.com/v/VIA-062-2025,2026-04-26T08:07:23.263264
"Progetto di un impianto fotovoltaico, della potenza di 38,50 MW e delle relative opere di connessione alla RTN, da realizzarsi nel comune di Argenta (FE).",EG DOLOMITI S.r.l.,Emilia-Romagna,FE,ARGENTA,Verifica di Ottemperanza (PNIEC-PNRR),38.5,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8967,2026-04-26T08:09:47.836893
"[ID 2581] - Art. 19 del D.Lgs. 152/2006 ed art. 48 della L.R. 10/2010. Verifica di assoggettabilita' relativo al progetto per la realizzazione di un impianto agrivoltaico denominato ""Le Case” di potenza pari a 17,44 MWp e relative opere di connessione alla rete elettrica nazionale, sito nel Comune di Scarlino (GR). Proponente: ReRe 57 S.r.l.",RERE 57 S.R.L.,Toscana,GR,SCARLINO,Verifica di Assoggettabilità a VIA,17.44,Consultazione conclusa,toscana,https://servizi.patti.regione.toscana.it/star-info/avvisiPubblici?id=169,2026-04-26T08:08:44.884491
"Realizzazione di un impianto agrivoltaico denominato “Torre del giglio” collegato alla RTN di potenza 19.998,72 kWp DC e 18.000,00 kW in AC in località adiacente Via Linosa, snc",ECO SUNHARVEST 1 S.R.L.,Lazio,Latina,Aprilia,VIA,19.99872,,lazio,https://eur05.safelinks.protection.outlook.com/?url=https%3A%2F%2Fregionelazio.app.box.com%2Fv%2FVIA-012-2025&data=05%7C02%7Credazioneweb%40regione.lazio.it%7C2044fcab1ada4b49915508ddd3742dd9%7C64e64a64fc734b3c9278af7b68d66544%7C0%7C0%7C638899218429175116%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=N7SQsNIx6Z8IO4DYq%2FZ8Hqihivgtc5h82U1y%2BzUyJU0%3D&reserved=0,2026-04-26T08:07:23.266261
"Realizzazione di un Impianto Solare Fotovoltaico della Potenza di Picco pari a 49.373,74 kW e Potenza Massima in immissione pari a 45.000,00 kW, connesso alla RTN, collegato ad un Piano Agronomico per l’utilizzo a Scopi Agricoli dell’Area, Denominato BOMARZO 1 da realizzarsi nel",BOMARZO SRL,Lazio,Viterbo,di BOMARZO (VT) in località VALLEBONA e in Comune di Viterbo (VT) in località GROTTE STANTO STEFANO Scarica Elaborati Progettuali Responsabile : Paola Pelone Tipologia : VIA Email : ppelone@regione.lazio.it - Telefono : 0651689369 Proponente : BOMARZO SRL Comune : Viterbo,VIA,49.37374,,lazio,https://regionelazio.app.box.com/v/VIA-040-2021,2026-04-26T08:07:23.477885
"Verifica di VIA per progetto impianto agrivoltaico con potenza in immissione pari a 1400 kWac e di potenza nominale pari a 1434,24 kWp denominato Buonabitacolo - Galatro 2",Cogefeed S.p.A.,Campania,,BUONABITACOLO,VERIFICA,1.43424,,campania,http://viavas.regione.campania.it/opencms/opencms/VIAVAS/VIA_files_new/Progetti/prg_10105_prot_2025.110360_del_04-03-2025.via,2026-04-26T08:08:53.739512
"IMPIANTO FOTOVOLTAICO CON POTENZA DI 1,95 MWp ubicato all'interno della Centrale Termoelettrica ""Torrevaldaliga Sud"" in località Zona porto - Centrale Tirreno Power.",TIRRENO POWER SPA,Lazio,Roma,Civitavecchia,VERIFICA,1.95,,lazio,https://regionelazio.app.box.com/v/VIA-130-2021,2026-04-26T08:07:23.480042
"ARPAE: PROGETTO DI REALIZZAZIONE DI UN IMPIANTO AGRIVOLTAICO INTEGRATO CON POTENZA DI PICCO PARI A 22,25 MWP, SISTEMA DI ACCUMULO E OPERE CONNESSE ...",SUNSTORE SRL,Emilia-Romagna,,,VIA,22.25,in_corso,emilia_romagna,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6717,2026-04-26T08:05:31.387846
Impianto FER fotovoltaico - Comune di Santeramo in Colle (BA) - 27.09 MW,,Puglia,BA,Santeramo in Colle,Puglia VIA FER - fotovoltaico,27.09,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.207407
"Progetto di un impianto fotovoltaico avente potenza potenziale pari a 19,3 MW e delle relative opere di connessione alla rete elettrica e RTN, da realizzarsi nel Comune di Argenta (FE).",EG Colombo S.r.l.,Emilia-Romagna,FE,ARGENTA,Verifica di Ottemperanza (PNIEC-PNRR),19.3,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8376,2026-04-26T08:09:47.826378
"Impianto fotovoltaico denominato ""EG Pascolo - Bando"" da realizzarsi in comune di Argenta e Portomaggiore (FE) di potenza nominale 92,7 MWp collegato alla RTN.",EG PASCOLO SRL,Emilia-Romagna,FE,"ARGENTA, PORTOMAGGIORE",Verifica di Ottemperanza (PNIEC-PNRR),92.7,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/9264,2026-04-26T08:09:47.840637
Impianto FER agrivoltaico - Comune di Troia (FG) - 29.15 MW,,Puglia,FG,Troia,Puglia VIA FER - agrivoltaico,29.15,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.242464
"Provvedimento Unico in materia Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico denominato ""Bordonaro"", della potenza di 130 MW e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Gangi (PA), Enna (EN), Calascibetta (E",Alta Capital 12 S.r.l.,Sicilia,PA,Gangi,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),130.0,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5967,2026-04-26T08:12:51.855770
"Provvedimento Autorizzatorio Unico Regionale n° G16054 del 21/11/2022 Determinazione n°G13196 del 30/09/2022 - Favorevole con prescrizioni Realizzazione Impianto FV 63,33 MWp integrato con coltivazioni agricole in loc. Capanna Murata",E-SOLAR 4 SRL,Lazio,Roma,Anguillara Sabazia,VIA,63.33,positivo,lazio,https://regionelazio.box.com/v/VIA-092-2021,2026-04-26T08:07:23.491019
"Provvedimento Autorizzatorio Unico Regionale n° G05703 del 27/04/2023 Determinazione n°G01185 del 01/02/2023 Favorevole con prescrizioni Realizzazione dell’impianto fotovoltaico da 10.118,52 kWp denominato “Viterbo”",VPD SOLAR 6 SRL,Lazio,Viterbo,Viterbo,VIA,10.11852,positivo,lazio,https://regionelazio.box.com/v/VIA-086-2021,2026-04-26T08:07:23.493023
"Realizzazione di un impianto fotovoltaico a terra della potenza di circa 44,7 Mw in AC e 57 Mw in DC e delle relative opere di connessione alla RTN, denominato “EG GEMMA"" in località Valle - Doganella.",EG EMMAI S.r.l.,Lazio,Viterbo,Proceno,VIA,44.7,,lazio,https://regionelazio.box.com/v/VIA-014-2021,2026-04-26T08:07:23.496059
"Determinazione n°G06500 del 25/05/2022 Favorevole con prescrizioni Realizzazione di un Impianto Solare Fotovoltaico della Potenza di Picco pari a 8.173,36 kW connesso alla Rete denominato “Ardea” da realizzarsi in Area Industriale località “Via dei Calicanti” Provvedimento Autorizzatorio Unico Regionale n° G09352 del 15/07/2022",CCEN ARDEA SRL,Lazio,Roma,Ardea,VIA,8.17336,positivo,lazio,https://regionelazio.box.com/v/VIA-064-2021,2026-04-26T08:07:23.499136
"Realizzazione impianto FV potenza 33,77 MWP in loc. La Viola-Puntoncino denominato EG Natura Determinazione n. G09815 del 17/07/2023 Provvedimento Autorizzatorio Unico Regionale n. G17258 del 21/12/2023",EG NATURA SRL,Lazio,Viterbo,Montalto di Castro,VIA,33.77,,lazio,https://regionelazio.box.com/v/VIA-052-2021,2026-04-26T08:07:23.542165
"REALIZZAZIONE DI UN IMPIANTO AGRO-FOTOVOLTAICO DA 37.688,4 KWP (33.000 KW IN IMMISSIONE) E DELLE RELATIVE OPERE PER LA CONNESSIONE ALLA RETE DI TRASMISSIONE NAZIONALE, DA REALIZZARSI NEL COMUNE DI PATERNO' (CT)",FW TURNA S.R.L,Sicilia,CT,"PATERNO', DI PATERNO'",V.I.A. (art.23 - 27bis),37.6884,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=108&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.839350
